symbol,date,open,high,low,close,volume,sma20,sma50,ema20,ema50,rsi14,macd,macd_signal,macd_hist,atr14,obv,bollinger_upper,bollinger_middle,bollinger_lower,target
FPT.VN,2010-07-14,9578.78,9578.78,9440.96,9440.96,573121,9468.5225,9304.5124,9445.656,9688.3686,49.3528,6.4485,-9.8768,16.3252,223.3083,28477288,9689.4016,9468.5225,9247.6434,1
FPT.VN,2010-07-15,9372.05,9578.78,9372.05,9578.78,1043213,9475.4135,9254.8956,9458.3345,9684.071,52.767,15.081,-4.8852,19.9662,222.1241,29520501,9701.2165,9475.4135,9249.6105,0
FPT.VN,2010-07-16,9578.78,9578.78,9509.87,9578.78,412336,9489.196,9208.0354,9469.8055,9679.9419,52.767,21.6725,0.4263,21.2462,211.1802,29520501,9704.1096,9489.196,9274.2824,1
FPT.VN,2010-07-19,9578.78,9647.69,9509.87,9647.69,845279,9496.087,9165.3098,9486.7469,9678.6771,54.544,32.0869,6.7584,25.3285,205.9402,30365780,9722.3311,9496.087,9269.8429,0
FPT.VN,2010-07-20,9647.69,9647.69,9509.87,9647.69,908911,9496.087,9181.8486,9502.0748,9677.4619,54.544,39.8807,13.3829,26.4978,201.0745,30365780,9722.3311,9496.087,9269.8429,0
FPT.VN,2010-07-21,9578.78,9578.78,9509.87,9578.78,957524,9509.8695,9195.631,9509.38,9673.5921,52.2637,40.0354,18.7134,21.322,196.5563,29408256,9719.6022,9509.8695,9300.1368,1
FPT.VN,2010-07-22,9647.69,9716.61,9578.78,9647.69,2887736,9513.315,9213.548,9522.5524,9672.5763,54.3203,45.1974,24.0102,21.1872,192.3616,32295992,9729.9643,9513.315,9296.6657,1
FPT.VN,2010-07-23,9716.61,9716.61,9647.69,9716.61,1307970,9527.0975,9232.8434,9541.0341,9674.3031,56.346,54.2245,30.0531,24.1715,183.5443,33603962,9758.9073,9527.0975,9295.2877,0
FPT.VN,2010-07-26,9716.61,9716.61,9716.61,9716.61,0,9544.3255,9259.03,9557.7556,9675.9622,56.346,60.6791,36.1783,24.5009,170.434,33603962,9778.8167,9544.3255,9309.8343,1
FPT.VN,2010-07-27,9785.52,9992.25,9716.61,9992.25,6848724,9564.999,9290.7294,9599.136,9688.3656,63.7935,87.033,46.3492,40.6838,177.9487,40452686,9873.5049,9564.999,9256.4931,0
FPT.VN,2010-07-28,9785.52,9992.25,9716.61,9785.52,1194782,9578.7815,9322.429,9616.8869,9692.1756,56.0677,90.1976,55.1189,35.0787,184.9267,39257904,9901.2315,9578.7815,9256.3315,1
FPT.VN,2010-07-29,9785.52,10267.9,9785.52,10267.9,3662636,9609.792,9358.2632,9678.8881,9714.753,66.3179,130.1295,70.121,60.0085,206.1733,42920540,10055.7751,9609.792,9163.8089,1
FPT.VN,2010-07-30,10474.64,10750.29,10336.82,10612.46,5244144,9671.8125,9402.3668,9767.7997,9749.9572,71.4433,187.4185,93.5805,93.838,225.9031,48164684,10290.2435,9671.8125,9053.3815,0
FPT.VN,2010-08-02,10405.73,10612.46,10405.73,10543.55,1440167,9726.942,9443.714,9841.6807,9781.0785,69.1761,224.6701,119.7984,104.8717,224.5336,46724517,10446.9593,9726.942,9006.9247,1
FPT.VN,2010-08-03,10750.29,11025.94,10681.38,10750.29,3129421,9795.854,9489.196,9928.2149,9819.0868,72.0425,267.7875,149.3962,118.3913,242.9519,49853938,10627.9514,9795.854,8963.7566,0
FPT.VN,2010-08-04,10612.46,10750.29,10336.82,10405.73,2006324,9850.984,9519.5174,9973.6926,9842.0924,61.7379,271.0311,173.7232,97.3079,255.1318,47847614,10691.6879,9850.984,9010.2801,1
FPT.VN,2010-08-05,10750.29,10888.11,10612.46,10888.11,2200266,9916.4505,9556.7298,10060.7799,9883.1127,68.5254,308.9641,200.7714,108.1927,271.3638,50047880,10864.916,9916.4505,8967.985,0
FPT.VN,2010-08-06,10750.29,10750.29,10474.64,10612.46,2010242,9971.58,9587.051,10113.3209,9911.7146,61.7809,313.1735,223.2518,89.9217,281.5142,48037638,10948.2957,9971.58,8994.8643,0
FPT.VN,2010-08-09,10474.64,10474.64,10267.9,10336.82,1741929,10016.373,9614.616,10134.6065,9928.3854,55.8603,290.9142,236.7843,54.1299,286.0175,46295709,10972.5813,10016.373,9060.1647,0
FPT.VN,2010-08-10,10267.9,10267.9,10061.17,10198.99,2243510,10047.3835,9636.6678,10140.7383,9938.9973,53.119,259.1644,241.2603,17.9041,285.277,44052199,10983.8625,10047.3835,9110.9045,0
FPT.VN,2010-08-11,10336.82,10336.82,10198.99,10198.99,239435,10085.285,9658.7196,10146.2861,9949.1931,53.119,231.3357,239.2754,-7.9397,274.745,44052199,10978.7963,10085.285,9191.7737,0
FPT.VN,2010-08-12,10130.08,10130.08,9785.52,9785.52,1511418,10095.622,9669.7456,10111.9274,9942.7746,45.3724,173.9129,226.2029,-52.29,284.654,42540781,10969.0178,10095.622,9222.2262,0
FPT.VN,2010-08-13,9647.69,9854.43,9578.78,9785.52,1256383,10105.959,9680.7716,10080.841,9936.6077,45.3724,126.9416,206.3506,-79.409,284.0108,42540781,10958.2372,10105.959,9253.6808,1
FPT.VN,2010-08-16,9785.52,10130.08,9716.61,10130.08,947003,10130.0785,9705.58,10085.5304,9944.1949,52.1207,116.1804,188.3166,-72.1362,293.2579,43487784,10954.6017,10130.0785,9305.5553,1
FPT.VN,2010-08-17,10267.9,10336.82,10061.17,10336.82,1059683,10164.535,9733.145,10109.4627,9959.5919,55.6601,122.9174,175.2367,-52.3194,292.0002,44547467,10961.3089,10164.535,9367.7611,0
FPT.VN,2010-08-18,10198.99,10198.99,9992.25,9992.25,448469,10185.2085,9751.062,10098.2996,9960.8726,49.1401,99.3078,160.0509,-60.7432,295.7552,44098998,10938.2454,10185.2085,9432.1716,0
FPT.VN,2010-08-19,9854.43,9992.25,9854.43,9923.34,727013,10198.991,9766.2226,10081.6368,9959.4008,47.9308,74.1814,142.877,-68.6956,284.4741,43371985,10920.0146,10198.991,9477.9674,1
FPT.VN,2010-08-20,9923.34,10336.82,9716.61,10336.82,1034941,10230.0015,9788.2746,10105.94,9974.2015,55.0746,86.6343,131.6285,-44.9942,308.4552,44406926,10916.1776,10230.0015,9543.8254,0
FPT.VN,2010-08-23,10198.99,10198.99,10061.17,10061.17,774319,10247.2295,9800.6788,10101.6762,9977.6121,50.1362,73.4144,119.9857,-46.5713,306.112,43632607,10895.3809,10247.2295,9599.0781,0
FPT.VN,2010-08-24,9923.34,9923.34,9647.69,9647.69,1770588,10230.0015,9804.8134,10058.4394,9964.6739,43.7929,29.2361,101.8357,-72.5997,313.7811,41862019,10923.4252,10230.0015,9536.5778,0
FPT.VN,2010-08-25,9716.61,9716.61,9303.13,9578.78,1892846,10219.6645,9813.0828,10012.7575,9949.5408,42.8205,-11.2068,79.2272,-90.434,320.9025,39969173,10946.3529,10219.6645,9492.9761,1
FPT.VN,2010-08-26,9440.96,9785.52,9440.96,9647.69,1527162,10188.654,9817.2174,9977.9892,9937.7036,44.1558,-37.268,55.9282,-93.1962,322.5923,41496335,10958.337,10188.654,9418.971,0
FPT.VN,2010-08-27,9509.87,9716.61,9509.87,9647.69,669476,10140.4155,9824.1086,9946.5321,9926.3305,44.1558,-57.2616,33.2902,-90.5518,314.3172,41496335,10919.1389,10140.4155,9361.6921,1
FPT.VN,2010-08-30,9923.34,10130.08,9854.43,9923.34,1396271,10109.405,9832.378,9944.3234,9926.2132,49.6146,-50.2844,16.5753,-66.8597,326.3224,42892606,10869.7123,10109.405,9349.0977,1
FPT.VN,2010-08-31,9923.34,10336.82,9923.34,10336.82,4285676,10088.7315,9846.1606,9981.704,9942.3154,56.4858,-11.2607,11.0081,-22.2688,332.5479,47178282,10796.3228,10088.7315,9381.1402,0
FPT.VN,2010-09-01,10198.99,10267.9,9854.43,10267.9,2545924,10081.84,9865.456,10008.9608,9955.0834,55.1361,13.9438,11.5952,2.3486,343.2509,44632358,10779.0403,10081.84,9384.6397,0
FPT.VN,2010-09-02,10267.9,10267.9,10267.9,10267.9,0,10050.8295,9879.2384,10033.6216,9967.3508,55.1361,33.5321,15.9826,17.5495,318.733,44632358,10644.5214,10050.8295,9457.1376,0
FPT.VN,2010-09-03,10267.9,10267.9,10267.9,10267.9,0,10033.6015,9895.7772,10055.9339,9979.137,55.1361,48.4968,22.4855,26.0114,295.9663,44632358,10576.4958,10033.6015,9490.7072,0
FPT.VN,2010-09-06,10405.73,10681.38,10198.99,10198.99,3424507,10026.71,9912.316,10069.5583,9987.7587,53.5386,54.1716,28.8227,25.3489,309.2823,41207851,10556.7447,10026.71,9496.6753,0
FPT.VN,2010-09-07,10198.99,10198.99,10061.17,10061.17,2076123,10019.819,9921.9638,10068.7594,9990.6376,50.3936,47.0061,32.4594,14.5468,297.035,39131728,10543.9739,10019.819,9495.6641,0
FPT.VN,2010-09-08,9923.34,10061.17,9923.34,9992.25,1266831,10009.482,9931.6114,10061.4728,9990.7008,48.8483,35.3586,33.0392,2.3194,285.6632,37864897,10526.8697,10009.482,9492.0943,1
FPT.VN,2010-09-09,10130.08,10130.08,10061.17,10130.08,780994,10026.71,9941.2592,10068.0068,9996.1667,52.0172,36.8251,33.7964,3.0287,275.1037,38645891,10535.5739,10026.71,9517.8461,0
FPT.VN,2010-09-10,10130.08,10198.99,9992.25,9992.25,1059610,10037.0465,9953.6632,10060.7919,9996.0131,48.7639,26.5594,32.349,-5.7896,270.2206,37586281,10533.5299,10037.0465,9540.5631,1
FPT.VN,2010-09-13,10267.9,10267.9,9923.34,10061.17,645242,10033.601,9966.0674,10060.8279,9998.5682,50.4333,23.7116,30.6215,-6.9099,275.5305,38231523,10528.3192,10033.601,9538.8828,0
FPT.VN,2010-09-14,10061.17,10130.08,9923.34,10061.17,323237,10019.8185,9979.8498,10060.8605,10001.0232,50.4333,21.2103,28.7393,-7.529,270.6169,38231523,10493.8967,10019.8185,9545.7403,0
FPT.VN,2010-09-15,10130.08,10130.08,9923.34,10061.17,741016,10023.2645,9995.0106,10060.8899,10003.3819,50.4333,19.0089,26.7932,-7.7843,266.0543,38231523,10497.5008,10023.2645,9549.0282,0
FPT.VN,2010-09-16,10061.17,10130.08,9923.34,9923.34,779688,10023.2645,10001.9018,10047.7899,10000.243,46.6377,6.0725,22.6491,-16.5766,261.8176,37451835,10497.5008,10023.2645,9549.0282,1
FPT.VN,2010-09-17,9923.34,10130.08,9923.34,10130.08,1219742,10012.9275,10014.306,10055.6271,10005.3347,52.4217,12.36,20.5912,-8.2312,257.8834,38671577,10466.9692,10012.9275,9558.8858,0
FPT.VN,2010-09-20,9992.25,10130.08,9923.34,10061.17,508111,10012.9275,10026.7102,10056.155,10007.5243,50.4585,11.6482,18.8026,-7.1544,254.2303,38163466,10466.9692,10012.9275,9558.8858,0
FPT.VN,2010-09-21,10130.08,10130.08,9923.34,9923.34,1384009,10026.71,10033.6014,10043.5059,10004.2229,46.6919,-0.0372,15.0347,-15.0719,250.8382,36779457,10449.7465,10026.71,9603.6735,0
FPT.VN,2010-09-22,9785.52,9923.34,9785.52,9854.43,1603346,10040.4925,10041.8708,10025.4987,9998.3487,44.8878,-14.6892,9.0899,-23.779,242.7655,35176111,10417.5446,10040.4925,9663.4404,0
FPT.VN,2010-09-23,9854.43,9854.43,9854.43,9854.43,0,10050.8295,10047.3838,10009.2064,9992.7048,44.8878,-26.0012,2.0717,-28.0729,225.4251,35176111,10392.1852,10050.8295,9709.4738,0
FPT.VN,2010-09-24,9716.61,9854.43,9647.69,9716.61,1540150,10054.2755,10050.1404,9981.3401,9981.8776,41.1957,-45.5617,-7.455,-38.1067,224.0904,33635961,10379.5062,10054.2755,9729.0448,0
FPT.VN,2010-09-27,9785.52,9785.52,9647.69,9647.69,971672,10040.493,10050.1404,9949.5639,9968.7722,39.4483,-65.8657,-19.1371,-46.7285,217.929,32664289,10409.503,10040.493,9671.483,1
FPT.VN,2010-09-28,9716.61,9785.52,9647.69,9785.52,1404034,10012.928,10052.897,9933.9407,9961.5858,44.5169,-70.0277,-29.3152,-40.7124,212.2076,34068323,10370.9356,10012.928,9654.9204,0
FPT.VN,2010-09-29,9785.52,9785.52,9647.69,9716.61,1623952,9985.3635,10055.6536,9913.2425,9951.9789,42.597,-77.9876,-39.0497,-38.9379,206.8949,32444371,10345.5981,9985.3635,9625.1289,1
FPT.VN,2010-09-30,9785.52,9854.43,9785.52,9785.52,1970771,9961.2445,10058.4102,9901.0785,9945.4511,45.1447,-77.8381,-46.8074,-31.0307,201.961,34415142,10306.0949,9961.2445,9616.3941,0
FPT.VN,2010-10-01,9923.34,9923.34,9716.61,9785.52,1356655,9937.1255,10059.7884,9890.0729,9939.1793,45.1447,-76.834,-52.8127,-24.0213,202.3016,34415142,10258.3355,9937.1255,9615.9155,0
FPT.VN,2010-10-04,9785.52,9785.52,9647.69,9785.52,1681417,9916.452,10061.1666,9880.1155,9933.1535,45.1447,-75.1717,-57.2845,-17.8872,197.6965,34415142,10219.402,9916.452,9613.502,1
FPT.VN,2010-10-05,9647.69,9923.34,9647.69,9923.34,2232046,9909.5605,10059.7884,9884.2321,9932.7686,50.6192,-62.0185,-58.2313,-3.7872,203.2646,36647188,10204.8224,9909.5605,9614.2986,1
FPT.VN,2010-10-06,9923.34,9992.25,9854.43,9992.25,1769718,9909.5605,10063.923,9894.5195,9935.1012,53.1375,-45.5094,-55.6869,10.1775,198.59,38416906,10204.8224,9909.5605,9614.2986,1
FPT.VN,2010-10-07,9785.52,10198.99,9785.52,10130.08,3263505,9909.5605,10061.1666,9916.9539,9942.7474,57.7758,-21.0613,-48.7618,27.7005,213.9386,41680411,10204.8224,9909.5605,9614.2986,0
FPT.VN,2010-10-08,10130.08,10130.08,10061.17,10061.17,1518964,9913.0065,10050.1408,9930.6887,9947.3915,54.8527,-7.1639,-40.4422,33.2783,203.5794,40161447,10213.8871,9913.0065,9612.1259,0
FPT.VN,2010-10-11,9854.43,9992.25,9854.43,9923.34,875753,9906.115,10037.7366,9929.9888,9946.4483,49.4622,-7.1889,-33.7916,26.6026,203.8052,39285694,10198.912,9906.115,9613.318,0
FPT.VN,2010-10-12,9854.43,9923.34,9785.52,9854.43,709889,9895.778,10019.8194,9922.7928,9942.8397,46.9766,-12.6238,-29.558,16.9342,199.0919,38575805,10179.9981,9895.778,9611.5579,1
FPT.VN,2010-10-13,9854.43,9992.25,9785.52,9992.25,2172260,9892.332,10011.5498,9929.4077,9944.7774,52.1551,-5.7437,-24.7951,19.0514,199.6375,40748065,10169.6974,9892.332,9614.9666,1
FPT.VN,2010-10-14,9992.25,10061.17,9923.34,10061.17,1392280,9899.2235,9995.011,9941.9565,9949.3418,54.5459,5.2099,-18.7941,24.0041,195.2227,42140345,10186.5047,9899.2235,9611.9423,0
FPT.VN,2010-10-15,9923.34,9992.25,9785.52,9854.43,2507542,9885.441,9979.8504,9933.6207,9945.6198,46.9648,-2.7596,-15.5872,12.8276,200.9675,39632803,10151.7738,9885.441,9619.1082,0
FPT.VN,2010-10-18,9923.34,9923.34,9854.43,9854.43,988070,9875.104,9970.2026,9926.0787,9942.0437,46.9648,-8.9721,-14.2642,5.2921,191.5348,39632803,10128.4506,9875.104,9621.7574,0
FPT.VN,2010-10-19,9923.34,9923.34,9854.43,9854.43,1866363,9871.6585,9963.3114,9919.255,9938.6079,46.9648,-13.7372,-14.1588,0.4216,182.7759,39632803,10124.1158,9871.6585,9619.2012,0
FPT.VN,2010-10-20,9854.43,9854.43,9647.69,9716.61,1279238,9864.7675,9953.6638,9899.9555,9929.9021,42.0936,-28.3081,-16.9887,-11.3195,184.4876,38353565,10126.5562,9864.7675,9602.9788,0
FPT.VN,2010-10-21,9647.69,9716.61,9578.78,9578.78,1532241,9850.985,9949.529,9869.3673,9916.1326,37.864,-50.3965,-23.6702,-26.7263,181.1549,36821324,10142.412,9850.985,9559.558,0
