symbol,date,open,high,low,close,adj_close,volume,created_at
FPT.VN,2014-11-26,10659.8408203125,10659.8408203125,10509.095703125,10509.095703125,7237.22607421875,1043369,2026-08-06 16:24:45.638407
FPT.VN,2014-11-27,10573.7001953125,10573.7001953125,10487.560546875,10487.560546875,7222.3955078125,1444901,2026-08-06 16:24:45.638407
FPT.VN,2014-11-28,10530.6298828125,10530.6298828125,10358.349609375,10358.349609375,7133.4150390625,2444203,2026-08-06 16:24:45.638407
FPT.VN,2014-12-01,10336.8154296875,10336.8154296875,10293.7451171875,10293.7451171875,7088.923828125,1798790,2026-08-06 16:24:45.638407
FPT.VN,2014-12-02,10315.2802734375,10315.2802734375,10272.2099609375,10272.2099609375,7074.08984375,1678613,2026-08-06 16:24:45.638407
FPT.VN,2014-12-03,10358.349609375,10379.884765625,10358.349609375,10379.884765625,7148.24365234375,973437,2026-08-06 16:24:45.638407
FPT.VN,2014-12-04,10379.884765625,10466.025390625,10379.884765625,10466.025390625,7207.56689453125,1351936,2026-08-06 16:24:45.638407
FPT.VN,2014-12-05,10509.095703125,10509.095703125,10487.560546875,10487.560546875,7222.3955078125,1025956,2026-08-06 16:24:45.638407
FPT.VN,2014-12-08,10487.560546875,10487.560546875,10401.419921875,10401.419921875,7163.07373046875,1068027,2026-08-06 16:24:45.638407
FPT.VN,2014-12-09,10358.349609375,10358.349609375,10164.53515625,10164.53515625,6999.94287109375,4530525,2026-08-06 16:24:45.638407
FPT.VN,2014-12-10,10143.0,10272.2099609375,10143.0,10272.2099609375,7074.08984375,2148360,2026-08-06 16:24:45.638407
FPT.VN,2014-12-11,10229.1396484375,10229.1396484375,10207.6044921875,10207.6044921875,7029.60205078125,1482096,2026-08-06 16:24:45.638407
FPT.VN,2014-12-12,10250.6748046875,10358.349609375,10250.6748046875,10358.349609375,7133.4150390625,1033664,2026-08-06 16:24:45.638407
FPT.VN,2014-12-15,10358.349609375,10358.349609375,10293.7451171875,10293.7451171875,7088.923828125,821080,2026-08-06 16:24:45.638407
FPT.VN,2014-12-16,10272.2099609375,10272.2099609375,10164.53515625,10164.53515625,6999.94287109375,2438909,2026-08-06 16:24:45.638407
FPT.VN,2014-12-17,10186.0693359375,10186.0693359375,9733.833984375,9733.833984375,6703.3349609375,4957643,2026-08-06 16:24:45.638407
FPT.VN,2014-12-18,9798.439453125,9949.1845703125,9798.439453125,9949.1845703125,6851.63671875,1300439,2026-08-06 16:24:45.638407
FPT.VN,2014-12-19,10121.46484375,10121.46484375,9819.974609375,9819.974609375,6762.65625,1521753,2026-08-06 16:24:45.638407
FPT.VN,2014-12-22,9949.1845703125,9970.7197265625,9949.1845703125,9970.7197265625,6866.46826171875,1213093,2026-08-06 16:24:45.638407
FPT.VN,2014-12-23,9970.7197265625,10099.9296875,9970.7197265625,10099.9296875,6955.451171875,1354908,2026-08-06 16:24:45.638407
FPT.VN,2014-12-24,10164.53515625,10164.53515625,10099.9296875,10099.9296875,6955.451171875,798373,2026-08-06 16:24:45.638407
FPT.VN,2014-12-25,10035.32421875,10035.32421875,10013.7890625,10013.7890625,6896.12939453125,468028,2026-08-06 16:24:45.638407
FPT.VN,2014-12-26,10013.7890625,10013.7890625,9949.1845703125,9949.1845703125,6851.63671875,1565681,2026-08-06 16:24:45.638407
FPT.VN,2014-12-29,10078.39453125,10078.39453125,9884.5791015625,9884.5791015625,6807.14599609375,922125,2026-08-06 16:24:45.638407
FPT.VN,2014-12-30,9927.6494140625,9970.7197265625,9927.6494140625,9970.7197265625,6866.46826171875,1455860,2026-08-06 16:24:45.638407
FPT.VN,2014-12-31,10056.859375,10336.8154296875,10056.859375,10336.8154296875,7118.58642578125,2188619,2026-08-06 16:24:45.638407
FPT.VN,2015-01-01,10336.8154296875,10336.8154296875,10336.8154296875,10336.8154296875,7118.58642578125,0,2026-08-06 16:24:45.638407
FPT.VN,2015-01-02,10336.8154296875,10336.8154296875,10336.8154296875,10336.8154296875,7118.58642578125,0,2026-08-06 16:24:45.638407
FPT.VN,2015-01-05,10336.8154296875,10336.8154296875,10293.7451171875,10293.7451171875,7088.923828125,1270255,2026-08-06 16:24:45.638407
FPT.VN,2015-01-06,10229.1396484375,10358.349609375,10229.1396484375,10358.349609375,7133.4150390625,1690501,2026-08-06 16:24:45.638407
FPT.VN,2015-01-07,10358.349609375,10422.955078125,10358.349609375,10422.955078125,7177.90576171875,1883257,2026-08-06 16:24:45.638407
FPT.VN,2015-01-08,10401.419921875,10401.419921875,10315.2802734375,10315.2802734375,7103.75390625,1055489,2026-08-06 16:24:45.638407
FPT.VN,2015-01-09,10315.2802734375,10401.419921875,10315.2802734375,10401.419921875,7163.07373046875,1486926,2026-08-06 16:24:45.638407
FPT.VN,2015-01-12,10401.419921875,10466.025390625,10401.419921875,10466.025390625,7207.56689453125,3153234,2026-08-06 16:24:45.638407
FPT.VN,2015-01-13,10422.955078125,10487.560546875,10422.955078125,10487.560546875,7222.3955078125,1124029,2026-08-06 16:24:45.638407
FPT.VN,2015-01-14,10487.560546875,10487.560546875,10466.025390625,10466.025390625,7207.56689453125,1955511,2026-08-06 16:24:45.638407
FPT.VN,2015-01-15,10509.095703125,10509.095703125,10487.560546875,10487.560546875,7222.3955078125,1309076,2026-08-06 16:24:45.638407
FPT.VN,2015-01-16,10509.095703125,10509.095703125,10444.490234375,10444.490234375,7192.73583984375,809564,2026-08-06 16:24:45.638407
FPT.VN,2015-01-19,10444.490234375,10444.490234375,10336.8154296875,10336.8154296875,7118.58642578125,1704292,2026-08-06 16:24:45.638407
FPT.VN,2015-01-20,10336.8154296875,10336.8154296875,10336.8154296875,10336.8154296875,7118.58642578125,1597443,2026-08-06 16:24:45.638407
FPT.VN,2015-01-21,10379.884765625,10422.955078125,10379.884765625,10422.955078125,7177.90576171875,2819870,2026-08-06 16:24:45.638407
FPT.VN,2015-01-22,10466.025390625,10466.025390625,10379.884765625,10379.884765625,7148.24365234375,1389364,2026-08-06 16:24:45.638407
FPT.VN,2015-01-23,10422.955078125,10422.955078125,10422.955078125,10422.955078125,7177.90576171875,1793728,2026-08-06 16:24:45.638407
FPT.VN,2015-01-26,10422.955078125,10422.955078125,10422.955078125,10422.955078125,7177.90576171875,1783930,2026-08-06 16:24:45.638407
FPT.VN,2015-01-27,10401.419921875,10401.419921875,10336.8154296875,10336.8154296875,7118.58642578125,1969627,2026-08-06 16:24:45.638407
FPT.VN,2015-01-28,10315.2802734375,10315.2802734375,10315.2802734375,10315.2802734375,7103.75390625,1210446,2026-08-06 16:24:45.638407
FPT.VN,2015-01-29,10315.2802734375,10315.2802734375,10315.2802734375,10315.2802734375,7103.75390625,1042301,2026-08-06 16:24:45.638407
FPT.VN,2015-01-30,10336.8154296875,10336.8154296875,10229.1396484375,10229.1396484375,7044.4326171875,2727973,2026-08-06 16:24:45.638407
FPT.VN,2015-02-02,10250.6748046875,10293.7451171875,10186.0693359375,10207.6044921875,7029.60205078125,101885,2026-08-06 16:24:45.638407
FPT.VN,2015-02-03,10207.6044921875,10229.1396484375,10121.46484375,10121.46484375,6970.28173828125,96201,2026-08-06 16:24:45.638407
FPT.VN,2015-02-04,10207.6044921875,10207.6044921875,10056.859375,10099.9296875,6955.451171875,142576,2026-08-06 16:24:45.638407
FPT.VN,2015-02-05,10121.46484375,10229.1396484375,10099.9296875,10164.53515625,6999.94287109375,84973,2026-08-06 16:24:45.638407
FPT.VN,2015-02-06,10229.1396484375,10229.1396484375,10164.53515625,10186.0693359375,7014.7705078125,53113,2026-08-06 16:24:45.638407
FPT.VN,2015-02-09,10272.2099609375,10272.2099609375,10164.53515625,10164.53515625,6999.94287109375,67582,2026-08-06 16:24:45.638407
FPT.VN,2015-02-10,10164.53515625,10186.0693359375,10121.46484375,10143.0,6985.11181640625,66547,2026-08-06 16:24:45.638407
FPT.VN,2015-02-11,10186.0693359375,10229.1396484375,10164.53515625,10229.1396484375,7044.4326171875,64731,2026-08-06 16:24:45.638407
FPT.VN,2015-02-12,10315.2802734375,10379.884765625,10293.7451171875,10293.7451171875,7088.923828125,202052,2026-08-06 16:24:45.638407
FPT.VN,2015-02-13,10336.8154296875,10379.884765625,10293.7451171875,10336.8154296875,7118.58642578125,92328,2026-08-06 16:24:45.638407
FPT.VN,2015-02-16,10336.8154296875,10336.8154296875,10336.8154296875,10336.8154296875,7118.58642578125,0,2026-08-06 16:24:45.638407
